0.000000000000000000e+00,6.654260211270916161e-11
6.666666666666666986e-05,4.797126164267547062e-11
1.333333333333333397e-04,7.981973327770289735e-12
2.000000000000000096e-04,-3.640888795086913377e-11
2.666666666666666794e-04,-6.273729856105740230e-11
3.333333333333333764e-04,-5.284264307246914080e-11
4.000000000000000192e-04,-1.440677603724300438e-11
4.666666666666666619e-04,3.059743086303829678e-11
5.333333333333333589e-04,6.023806591929467449e-11
6.000000000000000559e-04,5.612091094372564761e-11
6.666666666666667528e-04,2.087294726572240755e-11
7.333333333333333414e-04,-2.446582041422348845e-11
8.000000000000000383e-04,-5.716357964245400898e-11
8.666666666666667353e-04,-5.838196557843866508e-11
9.333333333333333239e-04,-2.705186162382128452e-11
1.000000000000000021e-03,1.807242929048423577e-11
1.066666666666666718e-03,5.349705989481125939e-11
1.133333333333333415e-03,5.972907625797909247e-11
1.200000000000000112e-03,3.275035288246469205e-11
1.266666666666666809e-03,-1.149860789291168901e-11
1.333333333333333506e-03,-4.926512129040162190e-11
1.399999999999999986e-03,-6.022041993957507340e-11
1.466666666666666683e-03,-3.784526248382428205e-11
1.533333333333333380e-03,4.857192929419097613e-12
1.600000000000000077e-03,4.451415173798035879e-11
1.666666666666666774e-03,5.989294036088793168e-11
1.733333333333333471e-03,4.226286403049799106e-11
1.800000000000000168e-03,1.722082896517062657e-12
1.866666666666666648e-03,-3.930482799178049155e-11
1.933333333333333345e-03,-5.878086318957907226e-11
2.000000000000000042e-03,-4.595586397805036089e-11
2.066666666666666739e-03,-8.112234247036512857e-12
2.133333333333333436e-03,3.371426410814478393e-11
2.200000000000000133e-03,5.692297040259568425e-11
2.266666666666666829e-03,4.889234733534580222e-11
2.333333333333333526e-03,1.419919864572246927e-11
2.400000000000000223e-03,-2.783522676796164546e-11
2.466666666666666920e-03,-5.436520508757559527e-11
2.533333333333333617e-03,-5.105307426137731670e-11
2.600000000000000314e-03,-1.988358511760685770e-11
2.666666666666667011e-03,2.177077623046264028e-11
2.733333333333333275e-03,5.116312123120335265e-11
2.799999999999999972e-03,5.243084890346468705e-11
2.866666666666666669e-03,2.507999950025641819e-11
2.933333333333333365e-03,-1.562820757899351685e-11
3.000000000000000062e-03,-4.738346463996794423e-11
3.066666666666666759e-03,-5.303019582980301370e-11
3.133333333333333456e-03,-2.971665128168967632e-11
3.200000000000000153e-03,9.514586631212125010e-12
3.266666666666666850e-03,4.310380050586600145e-11
3.333333333333333547e-03,5.286758427599323352e-11
3.400000000000000244e-03,3.373518150535087478e-11
3.466666666666666941e-03,-3.533625446472548416e-12
3.533333333333333638e-03,-3.841075569908102147e-11
3.600000000000000335e-03,-5.197182660426866267e-11
3.666666666666667032e-03,-3.709057249570367134e-11
3.733333333333333295e-03,-2.216685962895164546e-12
3.799999999999999992e-03,3.339771754017422340e-11
3.866666666666666689e-03,5.038410333174102525e-11
3.933333333333333820e-03,3.975122001108810885e-11
4.000000000000000083e-03,7.645932066836967218e-12
4.066666666666667214e-03,-2.816240058583695133e-11
4.133333333333333477e-03,-4.815743533119976085e-11
4.200000000000000608e-03,-4.169910962015037679e-11
4.266666666666666871e-03,-1.267274839533472233e-11
4.333333333333333134e-03,2.280444544584158578e-11
4.400000000000000265e-03,4.535566448355468693e-11
4.466666666666666528e-03,4.292993407267350500e-11
4.533333333333333659e-03,1.722604562094492394e-11
4.599999999999999922e-03,-1.742313707009905700e-11
4.666666666666667053e-03,-4.205205508181477032e-11
4.733333333333333316e-03,-4.345301580237405215e-11
4.800000000000000447e-03,-2.124604718361492888e-11
4.866666666666666710e-03,1.211528405273192146e-11
4.933333333333333841e-03,3.832762316874115772e-11
5.000000000000000104e-03,4.329096163581701671e-11
5.066666666666667235e-03,2.468514738526926816e-11
5.133333333333333498e-03,-6.973268707481715647e-12
